section,section_heading,commodity,ppm,expiration_note,row_type
180.41,§ 180.41 Crop group tables.,"Fritillaria, bulb (Fritillaria L. fritillary)",3-07A,,definition
180.41,§ 180.41 Crop group tables.,"Fritillaria, leaves (Fritillaria L. fritillary)",3-07B,,definition
180.41,§ 180.41 Crop group tables.,"Garlic, bulb (Allium sativum L. var. sativum) (A. sativum Common Garlic Group)",3-07A,,definition
180.41,§ 180.41 Crop group tables.,"Garlic, great headed, bulb (Allium ampeloprasum L. var. ampeloprasum) (A. ampeloprasum Great Headed Garlic Group)",3-07A,,definition
180.41,§ 180.41 Crop group tables.,"Garlic, Serpent, bulb (Allium sativum var. ophioscorodon or A. sativum Ophioscorodon Group)",3-07A,,definition
180.41,§ 180.41 Crop group tables.,Kurrat (Allium kurrat Schweinf. Ex. K. Krause or A. ampeloprasum Kurrat Group),3-07B,,definition
180.41,§ 180.41 Crop group tables.,Lady's leek (Allium cernuum Roth),3-07B,,definition
180.41,§ 180.41 Crop group tables.,Leek Allium porrum L. (syn: A. ampeloprasum L. var. porrum (L.) J. Gay) (A.ampeloprasum Leek Group),3-07B,,definition
180.41,§ 180.41 Crop group tables.,"Leek, wild (Allium tricoccum Aiton)",3-07B,,definition
180.41,§ 180.41 Crop group tables.,"Lily, bulb (Lilium spp. (Lilium Leichtlinii var. maximowiczii, Lilium lancifolium))",3-07A,,definition
180.41,§ 180.41 Crop group tables.,"Onion, Beltsville bunching (Allium x proliferum (Moench) Schrad.) (syn: Allium fistulosum L. x A. cepa L.)",3-07B,,definition
180.41,§ 180.41 Crop group tables.,"Onion, bulb (Allium cepa L. var. cepa) (A. cepa Common Onion Group)",3-07A,,definition
180.41,§ 180.41 Crop group tables.,"Onion, Chinese, bulb (Allium chinense G. Don.) (syn: A. bakeri Regel)",3-07A,,definition
180.41,§ 180.41 Crop group tables.,"Onion, fresh (Allium fistulosum L. var. caespitosum Makino)",3-07B,,definition
180.41,§ 180.41 Crop group tables.,"Onion, green (Allium cepa L. var. cepa) (A. cepa Common Onion Group)",3-07B,,definition
180.41,§ 180.41 Crop group tables.,"Onion, macrostem (Allium macrostemom Bunge)",3-07B,,definition
180.41,§ 180.41 Crop group tables.,"Onion, pearl (Allium porrum var. sectivum or A. ampeloprasum Pearl Onion Group)",3-07A,,definition
180.41,§ 180.41 Crop group tables.,"Onion, potato, bulb (Allium cepa L. var. aggregatum G. Don.) (A. cepa Aggregatum Group)",3-07A,,definition
180.41,§ 180.41 Crop group tables.,"Onion, tree, tops (Allium x proliferum (Moench) Schrad. ex Willd.) (syn: A. cepa var. proliferum (Moench) Regel; A. cepa L. var. bulbiferum L.H. Bailey; A. cepa L. var. viviparum (Metz.) Alef.)",3-07B,,definition
180.41,§ 180.41 Crop group tables.,"Onion, Welsh, tops (Allium fistulosum L.)",3-07B,,definition
180.41,§ 180.41 Crop group tables.,"Shallot, bulb (Allium cepa var. aggregatum G. Don.)",3-07A,,definition
180.41,§ 180.41 Crop group tables.,"Shallot, fresh leaves (Allium cepa var. aggregatum G. Don.)",3-07B,,definition
180.41,§ 180.41 Crop group tables.,"Crop subgroup 3-07A. Onion, bulb, subgroup.Onion, bulb.","Daylily, bulb; fritillaria, bulb; garlic, bulb; garlic, great-headed, bulb; garlic, serpent, bulb; lily, bulb; onion, bulb; onion, Chinese, bulb; onion, pearl; onion, potato, bulb; shallot, bulb; cultivars, varieties, and/or hybrids of these.",,definition
180.41,§ 180.41 Crop group tables.,"Crop subgroup 3-07B. Onion, green, subgroup.Onion, green.","Chive, fresh leaves; chive, Chinese, fresh leaves; elegans hosta; fritillaria, leaves; kurrat; lady's leek; leek; leek, wild; Onion, Beltsville bunching; onion, fresh; onion, green; onion, macrostem; onion, tree, tops; onion, Welsh, tops; shallot, fresh leaves; cultivars, varieties, and/or hybrids of these.",,definition
180.41,§ 180.41 Crop group tables.,"Amaranth (leafy amaranth, Chinese spinach, tampala) (Amaranthus spp.)",4A,,definition
180.41,§ 180.41 Crop group tables.,Arugula (Roquette) (Eruca sativa),4A,,definition
180.41,§ 180.41 Crop group tables.,Cardoon (Cynara cardunculus),4B,,definition
180.41,§ 180.41 Crop group tables.,Celery (Apium graveolens var. dulce),4B,,definition
180.41,§ 180.41 Crop group tables.,"Celery, Chinese (Apium graveolens var. secalinum)",4B,,definition
180.41,§ 180.41 Crop group tables.,Celtuce (Lactuca sativa var. angustana),4B,,definition
180.41,§ 180.41 Crop group tables.,Chervil (Anthriscus cerefolium),4A,,definition
180.41,§ 180.41 Crop group tables.,"Chrysanthemum, edible-leaved (Chrysanthemum coronarium var. coronarium)",4A,,definition
180.41,§ 180.41 Crop group tables.,"Chrysanthemum, garland (Chrysanthemum coronarium var. spatiosum)",4A,,definition
180.41,§ 180.41 Crop group tables.,Corn salad (Valerianella locusta),4A,,definition
180.41,§ 180.41 Crop group tables.,"Cress, garden (Lepidium sativum)",4A,,definition
180.41,§ 180.41 Crop group tables.,"Cress, upland (yellow rocket, winter cress) (Barbarea vulgaris)",4A,,definition
180.41,§ 180.41 Crop group tables.,Dandelion (Taraxacum officinale),4A,,definition
180.41,§ 180.41 Crop group tables.,Dock (sorrel) (Rumex spp.),4A,,definition
180.41,§ 180.41 Crop group tables.,Endive (escarole) (Cichorium endivia),4A,,definition
180.41,§ 180.41 Crop group tables.,"Fennel, Florence (finochio) (Foeniculum vulgare Azoricum Group)",4B,,definition
180.41,§ 180.41 Crop group tables.,"Lettuce, head and leaf (Lactuca sativa)",4A,,definition
180.41,§ 180.41 Crop group tables.,Orach (Atriplex hortensis),4A,,definition
180.41,§ 180.41 Crop group tables.,Parsley (Petroselinum crispum),4A,,definition
180.41,§ 180.41 Crop group tables.,"Purslane, garden (Portulaca oleracea)",4A,,definition
180.41,§ 180.41 Crop group tables.,"Purslane, winter (Montia perfoliata)",4A,,definition
180.41,§ 180.41 Crop group tables.,Radicchio (red chicory) (Cichorium intybus),4A,,definition
180.41,§ 180.41 Crop group tables.,Rhubarb (Rheum rhabarbarum),4B,,definition
180.41,§ 180.41 Crop group tables.,Spinach (Spinacia oleracea),4A,,definition
180.41,§ 180.41 Crop group tables.,"Spinach, New Zealand (Tetragonia tetragonioides, T. expansa)",4A,,definition
180.41,§ 180.41 Crop group tables.,"Spinach, vine (Malabar spinach, Indian spinach) (Basella alba)",4A,,definition
180.41,§ 180.41 Crop group tables.,Swiss chard (Beta vulgaris var. cicla),4B,,definition
180.41,§ 180.41 Crop group tables.,"Head lettuce and leaf lettuce, and spinach (Spinacia oleracea)","Amaranth; arugula; chervil; chrysanthemum, edible-leaved; chrysanthemum, garland; corn salad; cress, garden; cress, upland; dandelion; dock; endive; lettuce; orach; parsley; purslane, garden; purslane, winter; radicchio (red chicory); spinach; spinach, New Zealand; spinach, vine.",,definition
180.41,§ 180.41 Crop group tables.,Celery.,"Cardoon; celery; celery, Chinese; celtuce; fennel, Florence; rhubarb; Swiss chard.",,definition
180.41,§ 180.41 Crop group tables.,"Amaranth, Chinese (Amaranthus tricolor L.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Amaranth, leafy (Amaranthus spp.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,Arugula (Eruca sativa Mill.),4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Aster, Indian (Kalimeris indica (L.) Sch. Bip.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,Blackjack (Bidens pilosa L.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Broccoli, Chinese (Brassica oleracea var. alboglabra (L.H. Bailey) Musil)",4-16B,,definition
180.41,§ 180.41 Crop group tables.,Broccoli raab (Brassica ruvo L.H. Bailey),4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Cabbage, abyssinian (Brassica carinata A. Braun)",4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Cabbage, Chinese, bok choy (Brassica rapa subsp. chinensis (L.) Hanelt)",4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Cabbage, seakale (Brassica oleracea L. var. costata DC.)",4-16B,,definition
180.41,§ 180.41 Crop group tables.,Cat's whiskers (Cleome gynandra L.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Cham-chwi (Doellingeria scabra (Thunb.) Nees),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Cham-na-mul (Pimpinella calycina Maxim),4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Chervil, fresh leaves (Anthriscus cerefolium (L.) Hoffm.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,Chipilin (Crotalaria longirostrata Hook & Arn),4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Chrysanthemum, garland (Glebionis coronaria (L.) Cass. ex Spach. Glebionis spp.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Cilantro, fresh leaves (Coriandrum sativum L.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,Collards (Brassica oleracea L. var. viridis L.),4-16B,,definition
180.41,§ 180.41 Crop group tables.,Corn salad (Valerianella spp.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Cosmos (Cosmos caudatus Kunth),4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Cress, garden (Lepidium sativum L.)",4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Cress, upland (Barbarea vulgaris W.T. Aiton)",4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Dandelion, leaves (Taraxacum officinale F.H. Wigg. Aggr.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Dang-gwi, leaves (Angelica gigas Nakai)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,Dillweed (Anethum graveolens L.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Dock (Rumex patientia L.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Dol-nam-mul (Sedum sarmentosum Bunge),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Ebolo (Crassocephalum crepidioides (Benth.) S. Moore),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Endive (Cichorium endivia L.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Escarole (Cichorium endivia L.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Fameflower (Talinum fruticosum (L.) Juss.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Feather cockscomb (Glinus oppositifolius (L.) Aug. DC.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Good King Henry (Chenopodium bonus-henricus L.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Hanover salad (Brassica napus var. pabularia (DC.) Rchb.),4-16B,,definition
180.41,§ 180.41 Crop group tables.,Huauzontle (Chenopodium berlandieri Moq.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Jute, leaves (Corchorus spp.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,Kale (Brassica oleracea L. var. Sabellica L.),4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Lettuce, bitter (Launaea cornuta (Hochst. ex Oliv. & Hiern) C. Jeffrey)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Lettuce, head (Lactuca sativa L.; including Lactuca sativa var. capitata L.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Lettuce, leaf (Lactuca sativa L.; including Lactuca sativa var. longifolia Lam.; Lactuca sativa var. crispa L.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Maca, leaves (Lepidium meyenii Walp.)",4-16B,,definition
180.41,§ 180.41 Crop group tables.,Mizuna (Brassica rapa L. subsp. nipposinica (L.H. Bailey) Hanelt),4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Mustard greens (Brassica juncea subsp., including Brassica juncea (L.) Czern. subsp. integrifolia (H. West) Thell., Brassica juncea (L.) Czern. var. tsatsai (T.L. Mao) Gladis)",4-16B,,definition
180.41,§ 180.41 Crop group tables.,Orach (Atriplex hortensis L.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Parsley, fresh leaves (Petroselinum crispum (Mill.) Fuss; Petroselinum crispum var. neapolitanum Danert)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Plantain, buckthorn (Plantago lanceolata L.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Primrose, English (Primula vulgaris Huds.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Purslane, garden (Portulaca oleracea L.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Purslane, winter (Claytonia perfoliata Donn ex Willd.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,Radicchio (Cichorium intybus L.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Radish, leaves (Raphanus sativus L. var sativus, including Raphanus sativus L. var. mougri H. W. J. Helm (Raphanus sativus L. var. oleiformis Pers)",4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Rape greens (Brassica napus L. var. napus, including Brassica rapa subsp. trilocularis (Roxb.) Hanelt; Brassica rapa subsp. dichotoma (Roxb.) Hanelt; Brassica rapa subsp. oleifera Met)",4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Rocket, wild (Diplotaxis tenuifolia (L.) DC.)",4-16B,,definition
180.41,§ 180.41 Crop group tables.,Shepherd's purse (Capsella bursa-pastoris (L.) Medik),4-16B,,definition
180.41,§ 180.41 Crop group tables.,Spinach (Spinacia oleracea L.),4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Spinach, Malabar (Basella alba L.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Spinach, New Zealand (Tetragonia tetragonioides (Pall.) Kuntze)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,"Spinach, tanier (Xanthosoma brasiliense (Desf.) Engl.)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,Swiss chard (Beta vulgaris L. ssp. vulgaris),4-16A,,definition
180.41,§ 180.41 Crop group tables.,Turnip greens (Brassica rapa L. ssp. rapa),4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Violet, Chinese, leaves (Asystasia gangetica (L.) T. Anderson)",4-16A,,definition
180.41,§ 180.41 Crop group tables.,Watercress (Nasturtium officinale W.T. Aiton),4-16B,,definition
180.41,§ 180.41 Crop group tables.,"Head lettuce, leaf lettuce, and spinach","Amaranth, Chinese; amaranth, leafy; aster, Indian; blackjack; cat's whiskers; cham-chwi; cham-na-mul; chervil, fresh leaves; chipilin; chrysanthemum, garland; cilantro, fresh leaves; corn salad; cosmos; dandelion, leaves; dang-gwi, leaves; dillweed; dock; dol-nam-mul; ebolo; endive; escarole; fameflower; feather cockscomb; Good King Henry; huauzontle; jute, leaves; lettuce, bitter; lettuce, head; lettuce, leaf; orach; parsley, fresh leaves; plantain, buckhorn; primrose, English; purslane, garden; purslane, winter; radicchio; spinach; spinach, Malabar; spinach, New Zealand; spinach, tanier; Swiss chard; violet, Chinese, leaves; cultivars, varieties, and hybrids of these commodities.",,definition
180.41,§ 180.41 Crop group tables.,Mustard greens,"Arugula; broccoli, Chinese; broccoli raab; cabbage, abyssinian; cabbage, Chinese, bok choy; cabbage, seakale; collards; cress, garden; cress, upland; hanover salad; kale; maca, leaves; mizuna; mustard greens; radish, leaves; rape greens; rocket, wild; shepherd's purse; turnip greens; watercress; cultivars, varieties, and hybrids of these commodities.",,definition
180.41,§ 180.41 Crop group tables.,Broccoli (Brassica oleracea var. botrytis),5A,,definition
180.41,§ 180.41 Crop group tables.,"Broccoli, Chinese (gai lon) (Brassica alboglabra)",5A,,definition
180.41,§ 180.41 Crop group tables.,Broccoli raab (rapini) (Brassica campestris),5B,,definition
180.41,§ 180.41 Crop group tables.,Brussels sprouts (Brassica oleracea var. gemmifera),5A,,definition
180.41,§ 180.41 Crop group tables.,Cabbage (Brassica oleracea),5A,,definition
180.41,§ 180.41 Crop group tables.,"Cabbage, Chinese (bok choy) (Brassica chinensis)",5B,,definition
180.41,§ 180.41 Crop group tables.,"Cabbage, Chinese (napa) (Brassica pekinensis)",5A,,definition
180.41,§ 180.41 Crop group tables.,"Cabbage, Chinese mustard (gai choy) (Brassica campestris)",5A,,definition
180.41,§ 180.41 Crop group tables.,Cauliflower (Brassica oleracea var. botrytis),5A,,definition
180.41,§ 180.41 Crop group tables.,Cavalo broccolo (Brassica oleracea var. botrytis),5A,,definition
180.41,§ 180.41 Crop group tables.,Collards (Brassica oleracea var. acephala),5B,,definition
180.41,§ 180.41 Crop group tables.,Kale (Brassica oleracea var. acephala),5B,,definition
180.41,§ 180.41 Crop group tables.,Kohlrabi (Brassica oleracea var. gongylodes),5A,,definition
180.41,§ 180.41 Crop group tables.,Mizuna (Brassica rapa Japonica Group),5B,,definition
180.41,§ 180.41 Crop group tables.,Mustard greens (Brassica juncea),5B,,definition
180.41,§ 180.41 Crop group tables.,Mustard spinach (Brassica rapa Perviridis Group),5B,,definition
180.41,§ 180.41 Crop group tables.,Rape greens (Brassica napus),5B,,definition
180.41,§ 180.41 Crop group tables.,Broccoli or cauliflower; and cabbage,"Broccoli; broccoli, Chinese; brussels sprouts; cabbage; cabbage, Chinese (napa); cabbage, Chinese mustard; cauliflower; cavalo broccolo; kohlrabi",,definition
